stream,condition,step,method,replicate,probe_count,model_probe_cost_NOT_CURRENCY,planning_seconds,probe_seconds,tool_seconds,payload_sha256,relevant_channels,channel_legal,channel_stale,relevant_legal,relevant_stale,semantic_mismatches,interface_failure,plan_follows_evidence,answer_value_correct,success,missing_call,finish_reason,stale_propagation_consistent,normative_reference_success_NOT_LLM,output_source
2,matched_low,3,myopic,primary,1,0.22,6.933393888175488e-05,2.8749927878379822e-05,3.6416808143258095e-05,7cfb0d93cbb865d2b31a0cf9e6d0867ff7d5a275abc77e0ab7bd896189e3b74d,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,3,recheck,primary,1,0.22,7.420801557600498e-05,8.712499402463436e-05,0.0001235420349985361,7cfb0d93cbb865d2b31a0cf9e6d0867ff7d5a275abc77e0ab7bd896189e3b74d,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,4,myopic,primary,0,0.0,3.0499882996082306e-05,7.4589625000953674e-06,6.062490865588188e-05,e05e323deff2be503e9bc1eb547388b749b01261197473bd975969562ed0413c,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,4,recheck,primary,0,0.0,7.9666031524539e-05,1.1832918971776962e-05,4.4082989916205406e-05,e05e323deff2be503e9bc1eb547388b749b01261197473bd975969562ed0413c,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,5,myopic,primary,0,0.0,5.66248781979084e-05,5.8747828006744385e-06,9.133294224739075e-05,7cfb0d93cbb865d2b31a0cf9e6d0867ff7d5a275abc77e0ab7bd896189e3b74d,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,5,myopic,repeat,0,0.0,0.0,0.0,7.870909757912159e-05,7cfb0d93cbb865d2b31a0cf9e6d0867ff7d5a275abc77e0ab7bd896189e3b74d,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,5,recheck,primary,1,0.22,5.237502045929432e-05,1.6042031347751617e-05,3.2665906473994255e-05,7cfb0d93cbb865d2b31a0cf9e6d0867ff7d5a275abc77e0ab7bd896189e3b74d,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,5,recheck,repeat,0,0.0,0.0,0.0,5.062483251094818e-05,7cfb0d93cbb865d2b31a0cf9e6d0867ff7d5a275abc77e0ab7bd896189e3b74d,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,6,myopic,primary,1,0.22,6.429199129343033e-05,1.095910556614399e-05,5.145883187651634e-05,9d30f9e620febc01e31c3f6bb5b20db42d70d044a33d4f5e7f35a78c17e64b45,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,6,recheck,primary,0,0.0,5.1416922360658646e-05,9.33394767343998e-06,5.6042103096842766e-05,9d30f9e620febc01e31c3f6bb5b20db42d70d044a33d4f5e7f35a78c17e64b45,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,7,myopic,primary,0,0.0,5.5208802223205566e-05,1.100008375942707e-05,4.124990664422512e-05,80db4ad86c4d879f4edf07bd2b2189a8f6de081391f266c9df79eddfa7526844,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,7,recheck,primary,1,0.22,7.720803841948509e-05,2.5833025574684143e-05,4.583294503390789e-05,80db4ad86c4d879f4edf07bd2b2189a8f6de081391f266c9df79eddfa7526844,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,8,myopic,primary,0,0.0,4.937499761581421e-05,9.95793379843235e-06,8.575012907385826e-05,7db86838aa820d803c4212e9712e13b01b329d44c1cef769d0d2578150b3eb82,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,8,recheck,primary,0,0.0,0.00011266698129475117,1.6042031347751617e-05,4.9708178266882896e-05,7db86838aa820d803c4212e9712e13b01b329d44c1cef769d0d2578150b3eb82,"[false, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,9,myopic,primary,2,0.44,0.0001473750453442335,3.574998117983341e-05,6.870785728096962e-05,14c1593f5e959a7903d5c564b21df668493ccb9ac6e6faaf4626840cb15abb20,"[true, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,9,recheck,primary,2,0.44,6.074993871152401e-05,1.9709113985300064e-05,7.700012065470219e-05,14c1593f5e959a7903d5c564b21df668493ccb9ac6e6faaf4626840cb15abb20,"[true, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,10,myopic,primary,0,0.0,4.841713234782219e-05,6.207963451743126e-06,6.929202936589718e-05,8865b0d10db37e96e77d1a289c93ef6f4f746f9bf273d17d52c900119e20d4d0,"[true, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,10,recheck,primary,0,0.0,8.920812979340553e-05,6.542075425386429e-06,7.558311335742474e-05,8865b0d10db37e96e77d1a289c93ef6f4f746f9bf273d17d52c900119e20d4d0,"[true, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
2,matched_low,11,myopic,primary,0,0.0,5.3167110309004784e-05,1.0500196367502213e-05,7.724994793534279e-05,14c1593f5e959a7903d5c564b21df668493ccb9ac6e6faaf4626840cb15abb20,"[true, true]","[true, true]","[false, true]",True,True,1,False,True,False,False,False,stop,True,False,deterministic renderer; plan was LLM-generated
2,matched_low,11,recheck,primary,0,0.0,5.691591650247574e-05,8.458038792014122e-06,7.5541902333498e-05,14c1593f5e959a7903d5c564b21df668493ccb9ac6e6faaf4626840cb15abb20,"[true, true]","[true, true]","[false, true]",True,True,1,False,True,False,False,False,stop,True,False,deterministic renderer; plan was LLM-generated
3,matched_low,0,myopic,primary,0,0.0,6.0459133237600327e-05,1.8167076632380486e-05,4.6958914026618004e-05,3bcfdf774097b0e1f084fb5c3f1e4e7203c6987210888807e21f8ed9462924b0,"[false, false]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
3,matched_low,0,recheck,primary,0,0.0,5.966704338788986e-05,1.6333069652318954e-05,8.445908315479755e-05,3bcfdf774097b0e1f084fb5c3f1e4e7203c6987210888807e21f8ed9462924b0,"[false, false]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
3,matched_low,1,myopic,primary,0,0.0,8.612498641014099e-05,1.4167046174407005e-05,3.341608680784702e-05,3bcfdf774097b0e1f084fb5c3f1e4e7203c6987210888807e21f8ed9462924b0,"[false, false]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
3,matched_low,1,recheck,primary,0,0.0,7.720803841948509e-05,6.20819628238678e-06,3.795814700424671e-05,3bcfdf774097b0e1f084fb5c3f1e4e7203c6987210888807e21f8ed9462924b0,"[false, false]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
3,matched_low,2,myopic,primary,2,0.44,4.2458996176719666e-05,3.145914524793625e-05,6.466708146035671e-05,c98fc7533559a165e76e518d2c630ecd893b98ad869b45f7a0c11c403762ae36,"[true, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
3,matched_low,2,recheck,primary,2,0.44,6.341701373457909e-05,2.8125010430812836e-05,0.00026162504218518734,c98fc7533559a165e76e518d2c630ecd893b98ad869b45f7a0c11c403762ae36,"[true, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
3,matched_low,3,myopic,primary,0,0.0,3.8041966035962105e-05,7.333001121878624e-06,4.824995994567871e-05,f62b1b503ea4422d75252d1a75d81aaffcfb724be1821f7c6586e003ff7a8b3f,"[true, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
3,matched_low,3,recheck,primary,0,0.0,2.6250025257468224e-05,3.00002284348011e-06,3.824988380074501e-05,f62b1b503ea4422d75252d1a75d81aaffcfb724be1821f7c6586e003ff7a8b3f,"[true, true]","[true, true]","[false, false]",True,False,0,False,True,True,True,False,stop,False,True,deterministic renderer; plan was LLM-generated
