stream,condition,step,method,replicate,probe_count,credits_spent,budget_before,budget_after,planning_seconds,probe_seconds,tool_seconds,model_probe_cost_NOT_CURRENCY,payload_sha256,relevant_channels,stale_channels,semantic_mismatches,success,interface_failure,plan_follows_evidence,answer_value_correct,tool_trace_recomputed_equal,normative_reference_success_NOT_LLM,stale_propagation_consistent,stale_but_answer_correct,missing_call,finish_reason
0,overlap_matched,7,bundle_myopic,primary,0,0,0,0,3.300001844763756e-05,7.2910916060209274e-06,6.304099224507809e-05,0.0,2be17fd47d9b032148e5da0916632f480be57685986ed597e03b1ef24782c3e1,[2],[],0,True,False,True,True,True,True,False,False,False,stop
0,overlap_matched,7,bundle_rollout,primary,0,0,0,0,4.39169816672802e-05,2.150004729628563e-05,4.9457885324954987e-05,0.0,2be17fd47d9b032148e5da0916632f480be57685986ed597e03b1ef24782c3e1,[2],[],0,True,False,True,True,True,True,False,False,False,stop
0,overlap_matched,7,recheck_joint,primary,0,0,0,0,4.9083027988672256e-05,6.9588422775268555e-06,6.345892325043678e-05,0.0,2be17fd47d9b032148e5da0916632f480be57685986ed597e03b1ef24782c3e1,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,0,age_paced,primary,0,0,8,8,2.6999972760677338e-05,6.292015314102173e-06,6.070802919566631e-05,0.0,50a2e0558729d301bdd63c0ef0aa63653437d49226663e3ecdbe4a3d184b2d78,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,0,bundle_myopic,primary,1,2,8,6,4.7791050747036934e-05,1.2249918654561043e-05,5.962490104138851e-05,0.1,50a2e0558729d301bdd63c0ef0aa63653437d49226663e3ecdbe4a3d184b2d78,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,0,bundle_rollout,primary,0,0,8,8,0.008658292004838586,5.541834980249405e-06,6.120884791016579e-05,0.0,50a2e0558729d301bdd63c0ef0aa63653437d49226663e3ecdbe4a3d184b2d78,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,0,recheck_joint,primary,0,0,8,8,0.08634391613304615,4.124827682971954e-06,5.2374787628650665e-05,0.0,50a2e0558729d301bdd63c0ef0aa63653437d49226663e3ecdbe4a3d184b2d78,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,1,age_paced,primary,1,2,8,6,5.8582983911037445e-05,1.233397051692009e-05,1.8459046259522438e-05,0.1,4b2cea6860d1857800aa0cb24aa3d5664bb49785ab6d9ea4a7c72315ddc12090,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,1,bundle_myopic,primary,1,2,6,4,1.6582896932959557e-05,3.541819751262665e-06,7.041590288281441e-05,0.1,4b2cea6860d1857800aa0cb24aa3d5664bb49785ab6d9ea4a7c72315ddc12090,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,1,bundle_rollout,primary,1,2,8,6,0.0032768750097602606,1.0499963536858559e-05,4.733284004032612e-05,0.1,4b2cea6860d1857800aa0cb24aa3d5664bb49785ab6d9ea4a7c72315ddc12090,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,1,recheck_joint,primary,0,0,8,8,0.00024433317594230175,4.583969712257385e-06,5.491706542670727e-05,0.0,4b2cea6860d1857800aa0cb24aa3d5664bb49785ab6d9ea4a7c72315ddc12090,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,2,age_paced,primary,1,3,6,3,2.791592851281166e-05,6.209127604961395e-06,6.758398376405239e-05,0.15000000000000002,32d820ffdc1a69b8e61fbeff9fda71fe59c946426827f050b3d55375613c3f5a,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,2,bundle_myopic,primary,1,2,4,2,5.450006574392319e-05,2.0458130165934563e-05,5.820905789732933e-05,0.1,32d820ffdc1a69b8e61fbeff9fda71fe59c946426827f050b3d55375613c3f5a,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,2,bundle_rollout,primary,0,0,6,6,0.0030390419997274876,1.0125106200575829e-05,3.383401781320572e-05,0.0,32d820ffdc1a69b8e61fbeff9fda71fe59c946426827f050b3d55375613c3f5a,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,2,recheck_joint,primary,1,2,8,6,0.000128875020891428,6.3749030232429504e-06,2.3416941985487938e-05,0.1,32d820ffdc1a69b8e61fbeff9fda71fe59c946426827f050b3d55375613c3f5a,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,3,age_paced,primary,1,2,3,1,4.566693678498268e-05,1.7792219296097755e-05,5.608401261270046e-05,0.1,72a4f633eeb91ac1a7f62531cf82d0a450819e3623a084d4be3b09bb3823dd75,"[0, 1]",[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,3,bundle_myopic,primary,1,2,2,0,1.9333092495799065e-05,4.375120624899864e-06,0.0001300419680774212,0.1,72a4f633eeb91ac1a7f62531cf82d0a450819e3623a084d4be3b09bb3823dd75,"[0, 1]",[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,3,bundle_myopic,repeat,0,0,2,0,0.0,0.0,9.537488222122192e-05,0.0,72a4f633eeb91ac1a7f62531cf82d0a450819e3623a084d4be3b09bb3823dd75,"[0, 1]",[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,3,bundle_rollout,primary,1,3,6,3,0.003005084116011858,2.8041889891028404e-05,6.995885632932186e-05,0.15000000000000002,72a4f633eeb91ac1a7f62531cf82d0a450819e3623a084d4be3b09bb3823dd75,"[0, 1]",[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,3,recheck_joint,primary,1,3,6,3,0.00013899989426136017,8.750008419156075e-06,9.929202497005463e-05,0.15000000000000002,72a4f633eeb91ac1a7f62531cf82d0a450819e3623a084d4be3b09bb3823dd75,"[0, 1]",[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,3,recheck_joint,repeat,0,0,6,3,0.0,0.0,6.545800715684891e-05,0.0,72a4f633eeb91ac1a7f62531cf82d0a450819e3623a084d4be3b09bb3823dd75,"[0, 1]",[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,4,age_paced,primary,0,0,1,1,1.995800994336605e-05,1.3082986697554588e-05,5.8999983593821526e-05,0.0,a19aba9cfa6016d091d8e442e474336065fe739124917be7369d87d346b952ff,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,4,bundle_myopic,primary,0,0,0,0,3.2291049137711525e-05,7.458031177520752e-06,4.054093733429909e-05,0.0,a19aba9cfa6016d091d8e442e474336065fe739124917be7369d87d346b952ff,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,4,bundle_rollout,primary,0,0,3,3,0.0005316659808158875,7.333001121878624e-06,9.929179213941097e-05,0.0,a19aba9cfa6016d091d8e442e474336065fe739124917be7369d87d346b952ff,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,4,recheck_joint,primary,0,0,3,3,0.0002531250938773155,1.5333062037825584e-05,5.695805884897709e-05,0.0,a19aba9cfa6016d091d8e442e474336065fe739124917be7369d87d346b952ff,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,5,age_paced,primary,0,0,1,1,1.5707919374108315e-05,3.3339019864797592e-06,4.720897413790226e-05,0.0,0cf144e56370fb58e8233671a1984c7fc5fa5b8f2479e94260f176972b9992f9,"[0, 1]",[0],1,False,False,True,False,True,False,True,False,False,stop
1,overlap_matched,5,bundle_myopic,primary,0,0,0,0,4.6584056690335274e-05,5.58304600417614e-06,6.545800715684891e-05,0.0,0cf144e56370fb58e8233671a1984c7fc5fa5b8f2479e94260f176972b9992f9,"[0, 1]",[0],1,False,False,True,False,True,False,True,False,False,stop
1,overlap_matched,5,bundle_rollout,primary,0,0,3,3,0.0004563331604003906,8.250121027231216e-06,3.0624913051724434e-05,0.0,0cf144e56370fb58e8233671a1984c7fc5fa5b8f2479e94260f176972b9992f9,"[0, 1]",[0],1,False,False,True,False,True,False,True,False,False,stop
1,overlap_matched,5,recheck_joint,primary,0,0,3,3,0.00011587492190301418,6.00004568696022e-06,3.791693598031998e-05,0.0,0cf144e56370fb58e8233671a1984c7fc5fa5b8f2479e94260f176972b9992f9,"[0, 1]",[0],1,False,False,True,False,True,False,True,False,False,stop
1,overlap_matched,6,age_paced,primary,0,0,1,1,6.792135536670685e-06,2.416083589196205e-06,6.616697646677494e-05,0.0,39c358cfdb4d77c63853d13f30e6d69ade3e9f85e10cf45fd89690ea3550ad79,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,6,bundle_myopic,primary,0,0,0,0,3.0499882996082306e-05,6.207963451743126e-06,0.00012749992311000824,0.0,39c358cfdb4d77c63853d13f30e6d69ade3e9f85e10cf45fd89690ea3550ad79,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,6,bundle_rollout,primary,1,2,3,1,0.0003197500482201576,2.8291018679738045e-05,7.045804522931576e-05,0.1,39c358cfdb4d77c63853d13f30e6d69ade3e9f85e10cf45fd89690ea3550ad79,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,6,recheck_joint,primary,1,2,3,1,0.00034479214809834957,1.741712912917137e-05,5.3042080253362656e-05,0.1,39c358cfdb4d77c63853d13f30e6d69ade3e9f85e10cf45fd89690ea3550ad79,[2],[],0,True,False,True,True,True,True,False,False,False,stop
1,overlap_matched,7,age_paced,primary,0,0,1,1,1.5832949429750443e-05,4.958128556609154e-06,5.7499855756759644e-05,0.0,7cab6d5be11f19a43d7cb597fd386d8cae456f754c1e86ed6ec758f98ecb5bb6,[2],[2],1,False,False,True,False,True,False,True,False,False,stop
1,overlap_matched,7,bundle_myopic,primary,0,0,0,0,3.1916191801428795e-05,4.833796992897987e-06,5.737505853176117e-05,0.0,7cab6d5be11f19a43d7cb597fd386d8cae456f754c1e86ed6ec758f98ecb5bb6,[2],[2],1,False,False,True,False,True,False,True,False,False,stop
1,overlap_matched,7,bundle_rollout,primary,0,0,1,1,5.529215559363365e-05,1.2249918654561043e-05,2.8957845643162727e-05,0.0,7cab6d5be11f19a43d7cb597fd386d8cae456f754c1e86ed6ec758f98ecb5bb6,[2],[2],1,False,False,True,False,True,False,True,False,False,stop
1,overlap_matched,7,recheck_joint,primary,0,0,1,1,3.341608680784702e-05,2.2908207029104233e-06,3.308383747935295e-05,0.0,7cab6d5be11f19a43d7cb597fd386d8cae456f754c1e86ed6ec758f98ecb5bb6,[2],[2],1,False,False,True,False,True,False,True,False,False,stop
2,overlap_matched,0,age_paced,primary,0,0,8,8,3.100000321865082e-05,9.041046723723412e-06,7.879105396568775e-05,0.0,cbed94a1f34c8649e346a63b7a35f18311915516e062af00eb0f6010b68ea4b7,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,0,bundle_myopic,primary,1,3,8,5,2.9166927561163902e-05,6.667105481028557e-06,6.816699169576168e-05,0.15000000000000002,cbed94a1f34c8649e346a63b7a35f18311915516e062af00eb0f6010b68ea4b7,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,0,bundle_rollout,primary,0,0,8,8,0.010371417040005326,8.542090654373169e-06,0.00010579102672636509,0.0,cbed94a1f34c8649e346a63b7a35f18311915516e062af00eb0f6010b68ea4b7,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,0,recheck_joint,primary,0,0,8,8,0.07701504207216203,8.125090971589088e-06,9.912485256791115e-05,0.0,cbed94a1f34c8649e346a63b7a35f18311915516e062af00eb0f6010b68ea4b7,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,1,age_paced,primary,1,3,8,5,5.495804361999035e-05,1.2167030945420265e-05,0.00011279084719717503,0.15000000000000002,d66ca28152637575ae067e0f8b97b7701787eb5798c29d788763bd1e3d9dc448,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,1,bundle_myopic,primary,1,3,5,2,4.4667162001132965e-05,1.3249926269054413e-05,9.395810775458813e-05,0.15000000000000002,d66ca28152637575ae067e0f8b97b7701787eb5798c29d788763bd1e3d9dc448,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,1,bundle_rollout,primary,0,0,8,8,0.007368583930656314,1.337495632469654e-05,7.94590450823307e-05,0.0,d66ca28152637575ae067e0f8b97b7701787eb5798c29d788763bd1e3d9dc448,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,1,recheck_joint,primary,0,0,8,8,0.0001409579999744892,8.041039109230042e-06,9.995908476412296e-05,0.0,d66ca28152637575ae067e0f8b97b7701787eb5798c29d788763bd1e3d9dc448,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,2,age_paced,primary,1,2,5,3,3.6250101402401924e-05,1.0875053703784943e-05,0.00011024996638298035,0.1,1a62a398f5020de122540d50436f2f5342ce0915cabbf59f6649386d807e6da6,"[0, 1, 2]",[1],1,False,False,True,False,True,False,True,False,False,stop
2,overlap_matched,2,bundle_myopic,primary,1,2,2,0,4.054210148751736e-05,1.158309169113636e-05,7.479195483028889e-05,0.1,1a62a398f5020de122540d50436f2f5342ce0915cabbf59f6649386d807e6da6,"[0, 1, 2]",[1],1,False,False,True,False,True,False,True,False,False,stop
2,overlap_matched,2,bundle_rollout,primary,1,3,8,5,0.0034745410084724426,8.16606916487217e-06,0.00012574996799230576,0.15000000000000002,21343e7045d7f0585e068acd5626dc6ddd1ead346df65de3355da7dc650fdce6,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,2,recheck_joint,primary,1,3,8,5,0.0002167089842259884,1.3917218893766403e-05,6.858306005597115e-05,0.15000000000000002,21343e7045d7f0585e068acd5626dc6ddd1ead346df65de3355da7dc650fdce6,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,3,age_paced,primary,0,0,3,3,4.712492227554321e-05,9.834067896008492e-06,3.358302637934685e-05,0.0,3f893f94329848af4c07dcde51853bdb494df307a60ab9395e4f937e7acd7606,"[0, 1, 2]","[0, 1]",2,False,False,True,False,True,False,True,False,False,stop
2,overlap_matched,3,bundle_myopic,primary,0,0,0,0,3.520888276398182e-05,7.082941010594368e-06,4.733307287096977e-05,0.0,3f893f94329848af4c07dcde51853bdb494df307a60ab9395e4f937e7acd7606,"[0, 1, 2]","[0, 1]",2,False,False,True,False,True,False,True,False,False,stop
2,overlap_matched,3,bundle_myopic,repeat,0,0,0,0,0.0,0.0,3.4624943509697914e-05,0.0,3f893f94329848af4c07dcde51853bdb494df307a60ab9395e4f937e7acd7606,"[0, 1, 2]","[0, 1]",2,False,False,True,False,True,False,True,False,False,stop
2,overlap_matched,3,bundle_rollout,primary,1,2,5,3,0.0015239580534398556,1.8916791304945946e-05,9.529199451208115e-05,0.1,11b45a0bde7e6ea50334c8695dc50647138a246a1ceabe6206f776632a64c5a9,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,3,recheck_joint,primary,1,2,5,3,8.070911280810833e-05,1.0750023648142815e-05,4.5625027269124985e-05,0.1,e5182f355eaba83d6983300a8800af49522f7cb16ebc81a82c20a1cb54aa4e1d,"[0, 1, 2]",[0],1,False,False,True,False,True,False,True,False,False,stop
2,overlap_matched,3,recheck_joint,repeat,0,0,5,3,0.0,0.0,4.641711711883545e-05,0.0,e5182f355eaba83d6983300a8800af49522f7cb16ebc81a82c20a1cb54aa4e1d,"[0, 1, 2]",[0],1,False,False,True,False,True,False,True,False,False,stop
2,overlap_matched,4,age_paced,primary,1,3,3,0,2.087489701807499e-05,5.709007382392883e-06,7.487484253942966e-05,0.15000000000000002,22150d0259d2280fc687961d6ec8f2303f0f03a2d36e2572b2fb77d051f81874,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,4,bundle_myopic,primary,0,0,0,0,2.1625077351927757e-05,4.458008334040642e-06,6.054178811609745e-05,0.0,b8284a1aa9087330397cdcccd4e8d39f69362a4c6ae6d5bdbcb49d22b33ad63c,"[0, 1, 2]","[0, 1]",2,False,False,True,False,True,False,True,False,False,stop
2,overlap_matched,4,bundle_rollout,primary,0,0,3,3,0.0004569168668240309,1.400010660290718e-05,4.775007255375385e-05,0.0,22150d0259d2280fc687961d6ec8f2303f0f03a2d36e2572b2fb77d051f81874,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,4,recheck_joint,primary,0,0,3,3,0.00011404207907617092,7.207971066236496e-06,4.008389078080654e-05,0.0,f9779495605f56b5192caabbe807ba64ff703ceb81bd189ebc6535db1905c472,"[0, 1, 2]",[0],1,False,False,True,False,True,False,True,False,False,stop
2,overlap_matched,5,age_paced,primary,0,0,0,0,2.791592851281166e-05,1.237494871020317e-05,0.000116333132609725,0.0,b3b63aae8f1014a30aa15910db87f08bc2ffe691cf1f65aa18108ac4b82d52ac,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,5,bundle_myopic,primary,0,0,0,0,5.88330440223217e-05,6.95791095495224e-06,4.1458988562226295e-05,0.0,74f2ae899b2e2cdeab56f3c33bc9de590a50e4e1f54d6f71f2686b96b889b100,"[0, 1, 2]","[0, 1]",2,False,False,True,False,True,False,True,False,False,stop
2,overlap_matched,5,bundle_rollout,primary,1,3,3,0,0.00047262501902878284,1.4166813343763351e-05,9.300000965595245e-05,0.15000000000000002,b3b63aae8f1014a30aa15910db87f08bc2ffe691cf1f65aa18108ac4b82d52ac,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,5,recheck_joint,primary,1,3,3,0,0.00014399993233382702,2.8999987989664078e-05,0.00010233302600681782,0.15000000000000002,b3b63aae8f1014a30aa15910db87f08bc2ffe691cf1f65aa18108ac4b82d52ac,"[0, 1, 2]",[],0,True,False,True,True,True,True,False,False,False,stop
2,overlap_matched,6,age_paced,primary,0,0,0,0,1.1124880984425545e-05,5.332985892891884e-06,0.00010170787572860718,0.0,f62fe69ffdfa61375a5d6c87c09e2ae14e35b9f23910e0cb8b6ffa031a64b1fe,[2],[],0,True,False,True,True,True,True,False,False,False,stop
